time(s)	speed(km/s)	position(km)	M(r)(kg)
172440	-6905.46	721.461	2.48548e+022
172450	-7020.13	701.802	2.28968e+022
172460	-7131.78	681.836	2.10149e+022
172470	-7240.34	661.573	1.92119e+022
172480	-7345.75	641.022	1.74904e+022
172490	-7447.97	620.191	1.58524e+022
172500	-7546.95	599.09	1.42997e+022
172510	-7642.64	577.728	1.28334e+022
172520	-7734.98	556.113	1.14546e+022
172530	-7823.93	534.257	1.01636e+022
172540	-7909.44	512.167	8.96043e+021
172550	-7991.48	489.855	7.84482e+021
172560	-8069.99	467.329	6.81596e+021
172570	-8144.94	444.6	5.87266e+021
172580	-8216.29	421.678	5.01331e+021
172590	-8284	398.573	4.23593e+021
172600	-8348.04	375.295	3.53815e+021
172610	-8408.36	351.854	2.91721e+021
172620	-8464.95	328.262	2.36999e+021
172630	-8517.77	304.528	1.89305e+021
172640	-8566.8	280.664	1.48257e+021
172650	-8612	256.679	1.13447e+021
172660	-8653.35	232.584	8.44338e+020
172670	-8690.83	208.391	6.07504e+020
172680	-8724.43	184.11	4.1905e+020
172690	-8754.12	159.751	2.73828e+020
172700	-8779.89	135.327	1.66491e+020
172710	-8801.72	110.847	9.1515e+019
172720	-8819.61	86.3237	4.32283e+019
172730	-8833.54	61.7667	1.58376e+019
172740	-8843.51	37.1876	3.45661e+018
172750	-8849.51	12.5973	1.3437e+017
172760	-8851.54	-11.9932	1.15951e+017
172770	-8849.61	-36.5727	3.28798e+018
172780	-8843.71	-61.1304	1.53531e+019
172790	-8833.84	-85.6551	4.22318e+019
172800	-8820.01	-110.136	8.97646e+019
172810	-8802.24	-134.562	1.63684e+020
172820	-8780.53	-158.922	2.69589e+020
172830	-8754.9	-183.206	4.12913e+020
172840	-8725.35	-207.402	5.98903e+020
172850	-8691.92	-231.5	8.32594e+020
172860	-8654.61	-255.488	1.11878e+021
172870	-8613.44	-279.357	1.462e+021
172880	-8568.45	-303.096	1.86651e+021
172890	-8519.66	-326.694	2.33626e+021
172900	-8467.09	-350.141	2.87489e+021
172910	-8410.78	-373.426	3.4857e+021
172920	-8350.74	-396.539	4.17162e+021
172930	-8287.03	-419.47	4.93525e+021
172940	-8219.67	-442.209	5.77878e+021
172950	-8148.7	-464.746	6.70403e+021
172960	-8074.16	-487.07	7.71244e+021
172970	-7996.09	-509.173	8.80501e+021
172980	-7914.52	-531.045	9.98236e+021
172990	-7829.52	-552.675	1.12447e+022
173000	-7741.11	-574.056	1.25919e+022
173010	-7649.34	-595.176	1.40232e+022
173020	-7554.27	-616.028	1.55377e+022
173030	-7455.94	-636.603	1.7134e+022
173040	-7354.41	-656.891	1.88103e+022
173050	-7249.72	-676.883	2.05643e+022
173060	-7141.93	-696.572	2.23936e+022
173070	-7031.09	-715.949	2.42952e+022
173080	-6917.26	-735.006	2.62657e+022
173090	-6800.5	-753.734	2.83017e+022
173100	-6680.86	-772.126	3.03992e+022
173110	-6558.4	-790.173	3.25539e+022
173120	-6433.19	-807.869	3.47613e+022
173130	-6305.28	-825.206	3.70166e+022
173140	-6174.73	-842.177	3.93148e+022
173150	-6041.61	-858.774	4.16505e+022
173160	-5905.98	-874.992	4.40183e+022
173170	-5767.91	-890.822	4.64126e+022
173180	-5627.45	-906.259	4.88274e+022
173190	-5484.67	-921.295	5.12567e+022
173200	-5339.65	-935.926	5.36946e+022
173210	-5192.44	-950.145	5.61347e+022
173220	-5043.11	-963.947	5.85708e+022
173230	-4891.73	-977.324	6.09966e+022
173240	-4738.36	-990.274	6.34057e+022
173250	-4583.09	-1002.79	6.57917e+022
173260	-4425.96	-1014.86	6.81483e+022
173270	-4267.06	-1026.5	7.04691e+022
173280	-4106.45	-1037.68	7.2748e+022
173290	-3944.2	-1048.41	7.49788e+022
173300	-3780.38	-1058.69	7.71553e+022
173310	-3615.06	-1068.5	7.92717e+022
173320	-3448.31	-1077.84	8.13222e+022
173330	-3280.2	-1086.72	8.33011e+022
173340	-3110.8	-1095.13	8.5203e+022
173350	-2940.18	-1103.06	8.70227e+022
173360	-2768.42	-1110.51	8.8755e+022
173370	-2595.58	-1117.48	9.03953e+022
173380	-2421.74	-1123.97	9.19389e+022
173390	-2246.96	-1129.96	9.33816e+022
173400	-2071.32	-1135.47	9.47194e+022
173410	-1894.89	-1140.49	9.59486e+022
173420	-1717.73	-1145.02	9.70657e+022
173430	-1539.93	-1149.05	9.80677e+022
173440	-1361.55	-1152.58	9.89517e+022
173450	-1182.67	-1155.62	9.97152e+022
173460	-1003.35	-1158.16	1.00356e+023
173470	-823.671	-1160.2	1.00873e+023
173480	-643.698	-1161.73	1.01264e+023
173490	-463.506	-1162.77	1.01528e+023
173500	-283.166	-1163.31	1.01665e+023
173510	-102.749	-1163.34	1.01674e+023
173520	77.6722	-1162.88	1.01555e+023
173530	258.027	-1161.91	1.01309e+023
173540	438.244	-1160.44	1.00935e+023
173550	618.252	-1158.47	1.00436e+023
173560	797.978	-1156.01	9.98131e+022
173570	977.352	-1153.04	9.90672e+022
173580	1156.3	-1149.58	9.8201e+022
173590	1334.76	-1145.63	9.72168e+022
173600	1512.65	-1141.18	9.61175e+022
173610	1689.9	-1136.24	9.4906e+022
173620	1866.44	-1130.81	9.35859e+022
173630	2042.2	-1124.89	9.21608e+022
173640	2217.11	-1118.49	9.06346e+022
173650	2391.1	-1111.61	8.90118e+022
173660	2564.1	-1104.24	8.72968e+022
173670	2736.03	-1096.4	8.54943e+022
173680	2906.83	-1088.09	8.36094e+022
173690	3076.43	-1079.31	8.16472e+022
173700	3244.75	-1070.06	7.96133e+022
173710	3411.73	-1060.36	7.75131e+022
173720	3577.29	-1050.19	7.53525e+022
173730	3741.37	-1039.57	7.31373e+022
173740	3903.9	-1028.5	7.08736e+022
173750	4064.81	-1016.98	6.85674e+022
173760	4224.02	-1005.03	6.62249e+022
173770	4381.48	-992.64	6.38525e+022
173780	4537.1	-979.821	6.14563e+022
173790	4690.84	-966.577	5.90428e+022
173800	4842.61	-952.915	5.66182e+022
173810	4992.35	-938.839	5.41887e+022
173820	5139.99	-924.356	5.17607e+022
173830	5285.48	-909.472	4.93402e+022
173840	5428.73	-894.194	4.69332e+022
173850	5569.7	-878.526	4.45458e+022
173860	5708.31	-862.478	4.21837e+022
173870	5844.5	-846.054	3.98525e+022
173880	5978.2	-829.262	3.75576e+022
173890	6109.37	-812.109	3.53043e+022
173900	6237.92	-794.603	3.30976e+022
173910	6363.81	-776.751	3.09423e+022
173920	6486.97	-758.561	2.88427e+022
173930	6607.35	-740.04	2.68032e+022
173940	6724.89	-721.196	2.48277e+022
173950	6839.53	-702.038	2.29197e+022
173960	6951.21	-682.574	2.10825e+022
173970	7059.88	-662.813	1.93191e+022
173980	7165.49	-642.762	1.7632e+022
173990	7267.98	-622.431	1.60234e+022
174000	7367.31	-601.828	1.44952e+022
174010	7463.42	-580.963	1.30488e+022
174020	7556.27	-559.844	1.16852e+022
174030	7645.8	-538.481	1.04052e+022
174040	7731.98	-516.884	9.20895e+021
174050	7814.76	-495.061	8.09641e+021
174060	7894.09	-473.023	7.06704e+021
174070	7969.95	-450.779	6.11992e+021
174080	8042.28	-428.339	5.25378e+021
174090	8111.04	-405.713	4.46692e+021
174100	8176.22	-382.91	3.7573e+021
174110	8237.76	-359.942	3.1225e+021
174120	8295.64	-336.818	2.55976e+021
174130	8349.83	-313.549	2.06597e+021
174140	8400.29	-290.145	1.6377e+021
174150	8447.01	-266.616	1.27121e+021
174160	8489.96	-242.973	9.62473e+020
174170	8529.11	-219.227	7.0719e+020
174180	8564.45	-195.388	5.00811e+020
174190	8595.96	-171.466	3.38557e+020
174200	8623.61	-147.473	2.15444e+020
174210	8647.4	-123.42	1.26309e+020
174220	8667.31	-99.3163	6.58277e+019
174230	8683.34	-75.1737	2.85495e+019
174240	8695.47	-51.0027	8.91704e+018
174250	8703.71	-26.8143	1.29588e+018
174260	8708.04	-2.61934	1.20795e+015
174270	8708.46	21.5714	6.74689e+017
174280	8704.98	45.7471	6.43483e+018
174290	8697.59	69.8968	2.295e+019
174300	8686.31	94.0098	5.58314e+019
174310	8671.14	118.075	1.10604e+020
174320	8652.09	142.082	1.92679e+020
174330	8629.17	166.02	3.07328e+020
174340	8602.39	189.879	4.59661e+020
174350	8571.77	213.647	6.54596e+020
174360	8537.33	237.314	8.96842e+020
174370	8499.08	260.869	1.19087e+021
174380	8457.06	284.303	1.5409e+021
174390	8411.28	307.604	1.95087e+021
174400	8361.76	330.762	2.42443e+021
174410	8308.54	353.767	2.96492e+021
174420	8251.65	376.61	3.57536e+021
174430	8191.11	399.279	4.2584e+021
174440	8126.96	421.764	5.01638e+021
174450	8059.23	444.057	5.85125e+021
174460	7987.97	466.147	6.76459e+021
174470	7913.21	488.024	7.75762e+021
174480	7834.98	509.679	8.83115e+021
174490	7753.34	531.103	9.98563e+021
174500	7668.32	552.286	1.12211e+022
174510	7579.97	573.219	1.25372e+022
174520	7488.34	593.892	1.39333e+022
174530	7393.47	614.298	1.54081e+022
174540	7295.41	634.427	1.69603e+022
174550	7194.22	654.27	1.8588e+022
174560	7089.93	673.82	2.02888e+022
174570	6982.62	693.067	2.20604e+022
174580	6872.32	712.003	2.38997e+022
174590	6759.1	730.621	2.58034e+022
174600	6643.02	748.913	2.77681e+022
174610	6524.12	766.87	2.97898e+022
174620	6402.47	784.486	3.18645e+022
174630	6278.12	801.752	3.39876e+022
174640	6151.14	818.663	3.61545e+022
174650	6021.59	835.209	3.83603e+022
174660	5889.52	851.386	4.05998e+022
174670	5755.01	867.185	4.28679e+022
174680	5618.11	882.601	4.51589e+022
174690	5478.89	897.627	4.74672e+022
174700	5337.41	912.256	4.97872e+022
174710	5193.74	926.484	5.21128e+022
174720	5047.93	940.303	5.44382e+022
174730	4900.07	953.709	5.67573e+022
174740	4750.21	966.696	5.90642e+022
174750	4598.42	979.259	6.13526e+022
174760	4444.77	991.392	6.36165e+022
174770	4289.33	1003.09	6.585e+022
174780	4132.16	1014.35	6.80468e+022
174790	3973.33	1025.17	7.02012e+022
174800	3812.92	1035.54	7.23073e+022
174810	3650.98	1045.45	7.43593e+022
174820	3487.59	1054.91	7.63516e+022
174830	3322.82	1063.91	7.82787e+022
174840	3156.74	1072.45	8.01353e+022
174850	2989.41	1080.52	8.19163e+022
174860	2820.92	1088.13	8.36167e+022
174870	2651.32	1095.26	8.52319e+022
174880	2480.68	1101.91	8.67573e+022
174890	2309.08	1108.08	8.81888e+022
174900	2136.6	1113.78	8.95222e+022
174910	1963.29	1118.99	9.07539e+022
174920	1789.22	1123.72	9.18805e+022
174930	1614.48	1127.96	9.28988e+022
174940	1439.13	1131.72	9.3806e+022
174950	1263.23	1134.98	9.45995e+022
174960	1086.87	1137.76	9.52771e+022
174970	910.113	1140.04	9.5837e+022
174980	733.026	1141.83	9.62776e+022
174990	555.681	1143.13	9.65977e+022
175000	378.151	1143.93	9.67964e+022
175010	200.506	1144.24	9.68731e+022
175020	22.8162	1144.06	9.68278e+022
175030	-154.847	1143.38	9.66604e+022
175040	-332.414	1142.21	9.63716e+022
175050	-509.812	1140.55	9.59621e+022
175060	-686.973	1138.39	9.54332e+022
175070	-863.824	1135.75	9.47863e+022
175080	-1040.3	1132.61	9.40233e+022
175090	-1216.32	1128.99	9.31464e+022
175100	-1391.82	1124.88	9.2158e+022
175110	-1566.73	1120.29	9.10609e+022
175120	-1740.98	1115.21	8.98583e+022
175130	-1914.49	1109.65	8.85535e+022
175140	-2087.21	1103.61	8.71502e+022
175150	-2259.05	1097.1	8.56524e+022
175160	-2429.95	1090.11	8.40641e+022
175170	-2599.84	1082.65	8.239e+022
175180	-2768.64	1074.73	8.06345e+022
175190	-2936.3	1066.34	7.88027e+022
175200	-3102.74	1057.49	7.68995e+022
175210	-3267.88	1048.18	7.49303e+022
175220	-3431.67	1038.42	7.29004e+022
175230	-3594.03	1028.21	7.08155e+022
175240	-3754.89	1017.56	6.86812e+022
175250	-3914.19	1006.46	6.65032e+022
175260	-4071.86	994.934	6.42876e+022
175270	-4227.82	982.974	6.20402e+022
175280	-4382.02	970.587	5.9767e+022
175290	-4534.39	957.78	5.74741e+022
175300	-4684.85	944.558	5.51674e+022
175310	-4833.35	930.926	5.28531e+022
175320	-4979.81	916.889	5.05369e+022
175330	-5124.18	902.455	4.8225e+022
175340	-5266.39	887.629	4.5923e+022
175350	-5406.36	872.417	4.36366e+022
175360	-5544.05	856.825	4.13716e+022
175370	-5679.39	840.861	3.91333e+022
175380	-5812.31	824.531	3.69271e+022
175390	-5942.75	807.842	3.47579e+022
175400	-6070.66	790.802	3.26307e+022
175410	-6195.97	773.417	3.05502e+022
175420	-6318.62	755.695	2.85207e+022
175430	-6438.56	737.643	2.65465e+022
175440	-6555.73	719.27	2.46313e+022
175450	-6670.07	700.583	2.27789e+022
175460	-6781.53	681.591	2.09924e+022
175470	-6890.05	662.301	1.92748e+022
175480	-6995.57	642.722	1.76288e+022
175490	-7098.06	622.863	1.60566e+022
175500	-7197.46	602.732	1.45602e+022
175510	-7293.71	582.338	1.31411e+022
175520	-7386.77	561.69	1.18005e+022
175530	-7476.6	540.797	1.05392e+022
175540	-7563.14	519.668	9.35777e+021
175550	-7646.36	498.313	8.2562e+021
175560	-7726.21	476.74	7.2342e+021
175570	-7802.65	454.96	6.29109e+021
175580	-7875.64	432.982	5.42584e+021
175590	-7945.14	410.816	4.63702e+021
175600	-8011.13	388.471	3.92287e+021
175610	-8073.56	365.957	3.28125e+021
175620	-8132.4	343.286	2.70971e+021
175630	-8187.62	320.466	2.20544e+021
175640	-8239.19	297.507	1.76533e+021
175650	-8287.09	274.421	1.38598e+021
175660	-8331.29	251.217	1.06368e+021
175670	-8371.76	227.906	7.94462e+020
175680	-8408.5	204.498	5.74122e+020
175690	-8441.47	181.004	3.98214e+020
175700	-8470.66	157.434	2.62089e+020
175710	-8496.05	133.798	1.60915e+020
175720	-8517.64	110.108	8.96971e+019
175730	-8535.41	86.3742	4.33042e+019
175740	-8549.35	62.6067	1.64925e+019
175750	-8559.45	38.8164	3.93097e+018
175760	-8565.72	15.014	2.2749e+017
175770	-8568.14	-8.78973	4.56457e+016
175780	-8566.72	-32.5842	2.32532e+018
175790	-8561.46	-56.3587	1.20314e+019
175800	-8552.36	-80.1027	3.45408e+019
175810	-8539.44	-103.805	7.51614e+019
175820	-8522.69	-127.456	1.39107e+020
175830	-8502.12	-151.045	2.31471e+020
175840	-8477.76	-174.56	3.57204e+020
175850	-8449.6	-197.992	5.2109e+020
175860	-8417.68	-221.33	7.27721e+020
175870	-8382	-244.564	9.81478e+020
175880	-8342.59	-267.683	1.28651e+021
175890	-8299.48	-290.677	1.64672e+021
175900	-8252.67	-313.536	2.06572e+021
175910	-8202.21	-336.25	2.54686e+021
175920	-8148.11	-358.809	3.09317e+021
175930	-8090.41	-381.202	3.70737e+021
175940	-8029.14	-403.42	4.39186e+021
175950	-7964.33	-425.453	5.14869e+021
175960	-7896.02	-447.292	5.97954e+021
175970	-7824.25	-468.926	6.88578e+021
175980	-7749.04	-490.347	7.86838e+021
175990	-7670.45	-511.544	8.92795e+021
176000	-7588.51	-532.51	1.00647e+022
176010	-7503.28	-553.234	1.12786e+022
176020	-7414.78	-573.708	1.25691e+022
176030	-7323.07	-593.922	1.39353e+022
176040	-7228.19	-613.869	1.53761e+022
176050	-7130.2	-633.539	1.68897e+022
176060	-7029.14	-652.924	1.84744e+022
176070	-6925.07	-672.015	2.01277e+022
176080	-6818.03	-690.806	2.18472e+022
176090	-6708.09	-709.287	2.36298e+022
176100	-6595.29	-727.45	2.54724e+022
176110	-6479.69	-745.289	2.73713e+022
176120	-6361.35	-762.795	2.93228e+022
176130	-6240.32	-779.961	3.13228e+022
176140	-6116.66	-796.78	3.3367e+022
176150	-5990.44	-813.245	3.54507e+022
176160	-5861.71	-829.348	3.75692e+022
176170	-5730.54	-845.084	3.97176e+022
176180	-5596.98	-860.446	4.18906e+022
176190	-5461.1	-875.427	4.40831e+022
176200	-5322.95	-890.021	4.62895e+022
176210	-5182.62	-904.222	4.85043e+022
176220	-5040.15	-918.025	5.07218e+022
176230	-4895.61	-931.423	5.29364e+022
176240	-4749.07	-944.411	5.51423e+022
176250	-4600.59	-956.985	5.73336e+022
176260	-4450.25	-969.138	5.95045e+022
176270	-4298.1	-980.866	6.16494e+022
176280	-4144.21	-992.163	6.37623e+022
176290	-3988.65	-1003.03	6.58377e+022
176300	-3831.49	-1013.45	6.78698e+022
176310	-3672.8	-1023.43	6.9853e+022
176320	-3512.64	-1032.97	7.17821e+022
176330	-3351.08	-1042.05	7.36516e+022
176340	-3188.18	-1050.68	7.54564e+022
176350	-3024.03	-1058.85	7.71916e+022
176360	-2858.69	-1066.57	7.88522e+022
176370	-2692.22	-1073.81	8.04337e+022
176380	-2524.7	-1080.59	8.19317e+022
176390	-2356.19	-1086.9	8.33419e+022
176400	-2186.76	-1092.74	8.46606e+022
176410	-2016.49	-1098.11	8.58839e+022
176420	-1845.45	-1103	8.70084e+022
176430	-1673.69	-1107.41	8.8031e+022
176440	-1501.3	-1111.34	8.89489e+022
176450	-1328.34	-1114.79	8.97595e+022
176460	-1154.89	-1117.75	9.04604e+022
176470	-981.005	-1120.24	9.10498e+022
176480	-806.763	-1122.24	9.1526e+022
176490	-632.234	-1123.75	9.18877e+022
176500	-457.487	-1124.78	9.21338e+022
176510	-282.592	-1125.32	9.22638e+022
176520	-107.618	-1125.38	9.22772e+022
176530	67.3628	-1124.95	9.21741e+022
176540	242.282	-1124.03	9.19547e+022
176550	417.07	-1122.63	9.16197e+022
176560	591.655	-1120.74	9.11701e+022
176570	765.97	-1118.37	9.06072e+022
176580	939.943	-1115.52	8.99325e+022
176590	1113.5	-1112.19	8.9148e+022
176600	1286.59	-1108.37	8.8256e+022
176610	1459.12	-1104.08	8.7259e+022
176620	1631.03	-1099.31	8.61597e+022
176630	1802.25	-1094.07	8.49614e+022
176640	1972.71	-1088.35	8.36674e+022
176650	2142.34	-1082.16	8.22813e+022
176660	2311.08	-1075.51	8.0807e+022
176670	2478.85	-1068.39	7.92487e+022
176680	2645.58	-1060.81	7.76107e+022
176690	2811.21	-1052.77	7.58977e+022
176700	2975.67	-1044.28	7.41143e+022
176710	3138.89	-1035.33	7.22655e+022
176720	3300.79	-1025.94	7.03565e+022
176730	3461.32	-1016.1	6.83924e+022
176740	3620.41	-1005.82	6.63787e+022
176750	3777.98	-995.11	6.43209e+022
176760	3933.97	-983.965	6.22245e+022
176770	4088.32	-972.394	6.00952e+022
176780	4240.95	-960.402	5.79388e+022
176790	4391.8	-947.993	5.57608e+022
176800	4540.81	-935.173	5.35672e+022
176810	4687.91	-921.946	5.13637e+022
176820	4833.04	-908.32	4.91559e+022
176830	4976.12	-894.299	4.69495e+022
176840	5117.1	-879.889	4.47502e+022
176850	5255.91	-865.096	4.25634e+022
176860	5392.5	-849.927	4.03945e+022
176870	5526.79	-834.388	3.82488e+022
176880	5658.73	-818.486	3.61315e+022
176890	5788.26	-802.228	3.40473e+022
176900	5915.31	-785.62	3.20012e+022
176910	6039.83	-768.67	2.99976e+022
176920	6161.75	-751.385	2.80409e+022
176930	6281.03	-733.772	2.61351e+022
176940	6397.6	-715.839	2.4284e+022
176950	6511.42	-697.593	2.24913e+022
176960	6622.41	-679.044	2.076e+022
176970	6730.54	-660.197	1.90933e+022
176980	6835.74	-641.063	1.74937e+022
176990	6937.97	-621.649	1.59636e+022
177000	7037.17	-601.964	1.4505e+022
177010	7133.3	-582.015	1.31194e+022
177020	7226.32	-561.813	1.18082e+022
177030	7316.16	-541.366	1.05723e+022
177040	7402.79	-520.682	9.41235e+021
177050	7486.17	-499.771	8.32854e+021
177060	7566.25	-478.643	7.32075e+021
177070	7642.99	-457.306	6.38849e+021
177080	7716.35	-435.769	5.53091e+021
177090	7786.3	-414.044	4.74682e+021
177100	7852.8	-392.138	4.03467e+021
177110	7915.81	-370.062	3.3926e+021
177120	7975.31	-347.826	2.81838e+021
177130	8031.25	-325.439	2.3095e+021
177140	8083.62	-302.912	1.86311e+021
177150	8132.38	-280.254	1.4761e+021
177160	8177.52	-257.476	1.14506e+021
177170	8219	-234.588	8.66326e+020
177180	8256.81	-211.6	6.35979e+020
177190	8290.92	-188.522	4.49886e+020
177200	8321.32	-165.365	3.03706e+020
177210	8347.99	-142.139	1.9291e+020
177220	8370.92	-118.855	1.12809e+020
177230	8390.1	-95.5223	5.85694e+019
177240	8405.51	-72.1523	2.52439e+019
177250	8417.16	-48.7551	7.78939e+018
177260	8425.03	-25.3413	1.09384e+018
177270	8429.12	-1.92139	4.76785e+014
177280	8429.43	21.4941	6.67463e+017
177290	8425.96	44.8947	6.08184e+018
177300	8418.71	68.27	2.13847e+019
177310	8407.7	91.6094	5.16638e+019
177320	8392.91	114.903	1.01928e+020
177330	8374.37	138.139	1.77083e+020
177340	8352.08	161.308	2.81908e+020
177350	8326.07	184.4	4.21035e+020
177360	8296.33	207.404	5.98923e+020
177370	8262.89	230.31	8.1984e+020
177380	8225.77	253.108	1.08784e+021
177390	8184.99	275.787	1.40675e+021
177400	8140.57	298.338	1.78014e+021
177410	8092.54	320.751	2.21132e+021
177420	8040.92	343.015	2.70332e+021
177430	7985.75	365.121	3.25887e+021
177440	7927.04	387.059	3.88039e+021
177450	7864.84	408.82	4.56998e+021
177460	7799.17	430.393	5.32943e+021
177470	7730.07	451.769	6.16018e+021
177480	7657.59	472.94	7.06331e+021
177490	7581.75	493.895	8.03958e+021
177500	7502.6	514.625	9.08938e+021
177510	7420.18	535.122	1.02128e+022
177520	7334.53	555.377	1.14094e+022
177530	7245.69	575.381	1.26787e+022
177540	7153.72	595.124	1.40196e+022
177550	7058.66	614.6	1.54307e+022
177560	6960.55	633.798	1.69104e+022
177570	6859.45	652.712	1.84566e+022
177580	6755.41	671.332	2.0067e+022
177590	6648.48	689.652	2.17389e+022
177600	6538.71	707.663	2.34695e+022
177610	6426.16	725.357	2.52554e+022
177620	6310.89	742.727	2.70931e+022
177630	6192.94	759.766	2.89788e+022
177640	6072.38	776.466	3.09086e+022
177650	5949.26	792.821	3.28781e+022
177660	5823.64	808.823	3.4883e+022
177670	5695.58	824.466	3.69184e+022
177680	5565.15	839.744	3.89797e+022
177690	5432.4	854.649	4.10618e+022
177700	5297.39	869.177	4.31595e+022
177710	5160.19	883.32	4.52677e+022
177720	5020.86	897.073	4.73809e+022
177730	4879.46	910.431	4.94938e+022
177740	4736.06	923.388	5.16008e+022
177750	4590.72	935.938	5.36965e+022
177760	4443.51	948.076	5.57753e+022
177770	4294.49	959.799	5.78316e+022
177780	4143.72	971.1	5.98599e+022
177790	3991.28	981.975	6.18548e+022
177800	3837.23	992.42	6.38108e+022
177810	3681.64	1002.43	6.57226e+022
177820	3524.56	1012	6.75849e+022
177830	3366.08	1021.13	6.93926e+022
177840	3206.26	1029.82	7.11408e+022
177850	3045.16	1038.05	7.28245e+022
177860	2882.85	1045.83	7.44391e+022
177870	2719.41	1053.16	7.59801e+022
177880	2554.9	1060.03	7.74432e+022
177890	2389.38	1066.44	7.88244e+022
177900	2222.93	1072.38	8.01196e+022
177910	2055.62	1077.86	8.13254e+022
177920	1887.5	1082.87	8.24382e+022
177930	1718.67	1087.41	8.34551e+022
177940	1549.17	1091.48	8.43732e+022
177950	1379.08	1095.07	8.51898e+022
177960	1208.48	1098.19	8.59026e+022
177970	1037.42	1100.83	8.65098e+022
177980	865.976	1103	8.70095e+022
177990	694.222	1104.69	8.74004e+022
178000	522.223	1105.9	8.76814e+022
178010	350.05	1106.64	8.78517e+022
178020	177.77	1106.89	8.79109e+022
178030	5.45375	1106.67	8.78588e+022
178040	-166.83	1105.96	8.76955e+022
178050	-339.013	1104.78	8.74217e+022
178060	-511.025	1103.12	8.7038e+022
178070	-682.797	1100.99	8.65455e+022
178080	-854.26	1098.38	8.59458e+022
178090	-1025.35	1095.29	8.52405e+022
178100	-1195.99	1091.73	8.44316e+022
178110	-1366.11	1087.7	8.35214e+022
178120	-1535.65	1083.2	8.25126e+022
178130	-1704.54	1078.23	8.1408e+022
178140	-1872.7	1072.8	8.02107e+022
178150	-2040.08	1066.9	7.89241e+022
178160	-2206.59	1060.54	7.75518e+022
178170	-2372.18	1053.72	7.60978e+022
178180	-2536.78	1046.44	7.4566e+022
178190	-2700.31	1038.71	7.29609e+022
178200	-2862.71	1030.54	7.12868e+022
178210	-3023.92	1021.91	6.95484e+022
178220	-3183.86	1012.85	6.77506e+022
178230	-3342.46	1003.34	6.58984e+022
178240	-3499.67	993.402	6.39967e+022
178250	-3655.41	983.032	6.20509e+022
178260	-3809.62	972.235	6.00662e+022
178270	-3962.23	961.017	5.80481e+022
178280	-4113.17	949.382	5.60019e+022
178290	-4262.39	937.335	5.39331e+022
178300	-4409.81	924.88	5.18473e+022
178310	-4555.37	912.024	4.97499e+022
178320	-4699.01	898.772	4.76463e+022
178330	-4840.66	885.129	4.55421e+022
178340	-4980.26	871.101	4.34425e+022
178350	-5117.75	856.694	4.13529e+022
178360	-5253.07	841.914	3.92785e+022
178370	-5386.15	826.768	3.72243e+022
178380	-5516.93	811.262	3.51953e+022
178390	-5645.36	795.402	3.31963e+022
178400	-5771.37	779.195	3.12317e+022
178410	-5894.91	762.649	2.93062e+022
178420	-6015.91	745.77	2.74238e+022
178430	-6134.33	728.566	2.55885e+022
178440	-6250.1	711.043	2.38041e+022
178450	-6363.17	693.211	2.2074e+022
178460	-6473.49	675.076	2.04015e+022
178470	-6581	656.646	1.87894e+022
178480	-6685.65	637.929	1.72405e+022
178490	-6787.39	618.934	1.5757e+022
178500	-6886.17	599.669	1.43409e+022
178510	-6981.95	580.141	1.29939e+022
178520	-7074.67	560.361	1.17174e+022
178530	-7164.28	540.335	1.05124e+022
178540	-7250.75	520.074	9.37961e+021
178550	-7334.03	499.586	8.31935e+021
178560	-7414.08	478.881	7.33162e+021
178570	-7490.86	457.966	6.41609e+021
178580	-7564.33	436.852	5.57207e+021
178590	-7634.45	415.548	4.79856e+021
178600	-7701.19	394.063	4.0942e+021
178610	-7764.51	372.407	3.45731e+021
178620	-7824.37	350.589	2.88593e+021
178630	-7880.76	328.62	2.37774e+021
178640	-7933.64	306.509	1.93015e+021
178650	-7982.98	284.265	1.54029e+021
178660	-8028.76	261.899	1.20502e+021
178670	-8070.95	239.422	9.20926e+020
178680	-8109.53	216.842	6.84376e+020
178690	-8144.48	194.169	4.91508e+020
178700	-8175.79	171.415	3.38255e+020
178710	-8203.44	148.59	2.20371e+020
178720	-8227.41	125.702	1.33445e+020
178730	-8247.69	102.764	7.29224e+019
178740	-8264.27	79.7847	3.41311e+019
178750	-8277.15	56.7747	1.22998e+019
178760	-8286.31	33.7444	2.58265e+018
178770	-8291.76	10.7042	8.24392e+016
178780	-8293.49	-12.3357	1.26172e+017
178790	-8291.5	-35.3649	2.97285e+018
178800	-8285.79	-58.373	1.3368e+019
178810	-8276.37	-81.3498	3.61792e+019
178820	-8263.24	-104.285	7.62079e+019
178830	-8246.41	-127.168	1.38167e+020
178840	-8225.89	-149.99	2.26656e+020
178850	-8201.7	-172.738	3.46144e+020
178860	-8173.84	-195.405	5.00942e+020
178870	-8142.33	-217.979	6.9519e+020
178880	-8107.19	-240.45	9.32829e+020
178890	-8068.44	-262.808	1.21759e+021
178900	-8026.11	-285.044	1.55297e+021
178910	-7980.21	-307.148	1.94223e+021
178920	-7930.76	-329.109	2.38835e+021
178930	-7877.81	-350.918	2.89404e+021
178940	-7821.37	-372.566	3.46174e+021
178950	-7761.47	-394.042	4.09356e+021
178960	-7698.16	-415.338	4.79133e+021
178970	-7631.46	-436.444	5.55654e+021
178980	-7561.4	-457.351	6.39037e+021
178990	-7488.03	-478.049	7.29366e+021
