time(s)	speed(km/s)	position(km)	M(r)(kg)
484050	109.557	33.3404	2.49098e+018
484060	104.175	33.6223	2.5547e+018
484070	98.7475	33.889	2.61599e+018
484080	93.2772	34.1405	2.67467e+018
484090	87.7663	34.3767	2.73055e+018
484100	82.2173	34.5974	2.78347e+018
484110	76.6326	34.8025	2.83327e+018
484120	71.0149	34.9919	2.8798e+018
484130	65.3666	35.1657	2.9229e+018
484140	59.6902	35.3236	2.96246e+018
484150	53.9883	35.4656	2.99834e+018
484160	48.2636	35.5917	3.03044e+018
484170	42.5184	35.7019	3.05865e+018
484180	36.7555	35.796	3.0829e+018
484190	30.9774	35.874	3.1031e+018
484200	25.1867	35.9359	3.1192e+018
484210	19.386	35.9817	3.13114e+018
484220	13.578	36.0114	3.13889e+018
484230	7.7651	36.0248	3.14242e+018
484240	1.95006	36.0222	3.14172e+018
484250	-3.86456	36.0034	3.1368e+018
484260	-9.67613	35.9684	3.12768e+018
484270	-15.4821	35.9174	3.11437e+018
484280	-21.2798	35.8502	3.09693e+018
484290	-27.0666	35.767	3.07542e+018
484300	-32.84	35.6677	3.04989e+018
484310	-38.5974	35.5525	3.02043e+018
484320	-44.3362	35.4214	2.98713e+018
484330	-50.0539	35.2744	2.9501e+018
484340	-55.7478	35.1116	2.90946e+018
484350	-61.4154	34.9332	2.86532e+018
484360	-67.0543	34.7391	2.81782e+018
484370	-72.6618	34.5295	2.76712e+018
484380	-78.2355	34.3044	2.71337e+018
484390	-83.7728	34.064	2.65672e+018
484400	-89.2714	33.8084	2.59736e+018
484410	-94.7287	33.5377	2.53547e+018
484420	-100.142	33.252	2.47123e+018
484430	-105.51	32.9514	2.40483e+018
484440	-110.829	32.6362	2.33646e+018
484450	-116.097	32.3064	2.26634e+018
484460	-121.312	31.9622	2.19467e+018
484470	-126.471	31.6037	2.12166e+018
484480	-131.572	31.2311	2.0475e+018
484490	-136.614	30.8447	1.97243e+018
484500	-141.593	30.4444	1.89664e+018
484510	-146.507	30.0306	1.82035e+018
